name,peak_no,peak_values,Time
TARBELA.Ext.4,p3,0,3/16/2022 18:30
TARBELA.Ext.4,p4,0,3/16/2022 18:45
TARBELA.Ext.4,p5,0,3/16/2022 19:15
TARBELA.Ext.4,p6,0,3/16/2022 19:30
TARBELA.Ext.4,p7,0,3/16/2022 19:45
TARBELA.Ext.4,p8,0,3/16/2022 20:15
TARBELA.Ext.4,p9,0,3/16/2022 20:30
MANGLA,p1,457,3/16/2022 17:45
MANGLA,p2,600,3/16/2022 18:15
MANGLA,p3,600,3/16/2022 18:30
MANGLA,p4,600,3/16/2022 18:45
MANGLA,p5,600,3/16/2022 19:15
MANGLA,p6,600,3/16/2022 19:30
MANGLA,p7,600,3/16/2022 19:45
MANGLA,p8,600,3/16/2022 20:15
MANGLA,p9,600,3/16/2022 20:30
GHAZI.BROTHA,p1,580,3/16/2022 17:45
GHAZI.BROTHA,p2,750,3/16/2022 18:15
GHAZI.BROTHA,p3,870,3/16/2022 18:30
GHAZI.BROTHA,p4,870,3/16/2022 18:45
GHAZI.BROTHA,p5,870,3/16/2022 19:15
GHAZI.BROTHA,p6,870,3/16/2022 19:30
GHAZI.BROTHA,p7,870,3/16/2022 19:45
GHAZI.BROTHA,p8,980,3/16/2022 20:15
GHAZI.BROTHA,p9,870,3/16/2022 20:30
WARSAK,p1,116,3/16/2022 17:45
WARSAK,p2,116,3/16/2022 18:15
WARSAK,p3,116,3/16/2022 18:30
WARSAK,p4,116,3/16/2022 18:45
WARSAK,p5,116,3/16/2022 19:15
WARSAK,p6,116,3/16/2022 19:30
WARSAK,p7,116,3/16/2022 19:45
WARSAK,p8,116,3/16/2022 20:15
WARSAK,p9,116,3/16/2022 20:30
CHASHMA,p1,54,3/16/2022 17:45
CHASHMA,p2,54,3/16/2022 18:15
CHASHMA,p3,54,3/16/2022 18:30
CHASHMA,p4,54,3/16/2022 18:45
CHASHMA,p5,54,3/16/2022 19:15
CHASHMA,p6,54,3/16/2022 19:30
CHASHMA,p7,54,3/16/2022 19:45
CHASHMA,p8,54,3/16/2022 20:15
CHASHMA,p9,54,3/16/2022 20:30
JINNAH.HYDEL,p1,25,3/16/2022 17:45
JINNAH.HYDEL,p2,25,3/16/2022 18:15
JINNAH.HYDEL,p3,25,3/16/2022 18:30
JINNAH.HYDEL,p4,25,3/16/2022 18:45
JINNAH.HYDEL,p5,25,3/16/2022 19:15
JINNAH.HYDEL,p6,25,3/16/2022 19:30
JINNAH.HYDEL,p7,25,3/16/2022 19:45
JINNAH.HYDEL,p8,25,3/16/2022 20:15
JINNAH.HYDEL,p9,25,3/16/2022 20:30
ALLAI.KHWAR,p1,121,3/16/2022 17:45
ALLAI.KHWAR,p2,121,3/16/2022 18:15
ALLAI.KHWAR,p3,121,3/16/2022 18:30
ALLAI.KHWAR,p4,121,3/16/2022 18:45
ALLAI.KHWAR,p5,121,3/16/2022 19:15
ALLAI.KHWAR,p6,121,3/16/2022 19:30
ALLAI.KHWAR,p7,121,3/16/2022 19:45
ALLAI.KHWAR,p8,121,3/16/2022 20:15
ALLAI.KHWAR,p9,121,3/16/2022 20:30
KHAN.KHWAR,p1,72,3/16/2022 17:45
KHAN.KHWAR,p2,72,3/16/2022 18:15
KHAN.KHWAR,p3,72,3/16/2022 18:30
KHAN.KHWAR,p4,72,3/16/2022 18:45
KHAN.KHWAR,p5,72,3/16/2022 19:15
KHAN.KHWAR,p6,72,3/16/2022 19:30
KHAN.KHWAR,p7,72,3/16/2022 19:45
KHAN.KHWAR,p8,72,3/16/2022 20:15
KHAN.KHWAR,p9,72,3/16/2022 20:30
DUBAIR.KHWAR,p1,70,3/16/2022 17:45
DUBAIR.KHWAR,p2,70,3/16/2022 18:15
DUBAIR.KHWAR,p3,80,3/16/2022 18:30
DUBAIR.KHWAR,p4,80,3/16/2022 18:45
DUBAIR.KHWAR,p5,80,3/16/2022 19:15
DUBAIR.KHWAR,p6,80,3/16/2022 19:30
DUBAIR.KHWAR,p7,80,3/16/2022 19:45
DUBAIR.KHWAR,p8,80,3/16/2022 20:15
DUBAIR.KHWAR,p9,80,3/16/2022 20:30
NEELUM.JEHLUM,p1,630,3/16/2022 17:45
NEELUM.JEHLUM,p2,630,3/16/2022 18:15
NEELUM.JEHLUM,p3,630,3/16/2022 18:30
NEELUM.JEHLUM,p4,632,3/16/2022 18:45
NEELUM.JEHLUM,p5,629,3/16/2022 19:15
NEELUM.JEHLUM,p6,630,3/16/2022 19:30
NEELUM.JEHLUM,p7,632,3/16/2022 19:45
NEELUM.JEHLUM,p8,630,3/16/2022 20:15
NEELUM.JEHLUM,p9,630,3/16/2022 20:30
GOLEN.GOL,p1,6,3/16/2022 17:45
GOLEN.GOL,p2,6,3/16/2022 18:15
GOLEN.GOL,p3,6,3/16/2022 18:30
GOLEN.GOL,p4,6,3/16/2022 18:45
GOLEN.GOL,p5,6,3/16/2022 19:15
GOLEN.GOL,p6,7,3/16/2022 19:30
GOLEN.GOL,p7,7,3/16/2022 19:45
GOLEN.GOL,p8,7,3/16/2022 20:15
GOLEN.GOL,p9,7,3/16/2022 20:30
JAMSHORO,p1,0,3/16/2022 17:45
JAMSHORO,p2,0,3/16/2022 18:15
JAMSHORO,p3,0,3/16/2022 18:30
JAMSHORO,p4,0,3/16/2022 18:45
JAMSHORO,p5,0,3/16/2022 19:15
JAMSHORO,p6,0,3/16/2022 19:30
JAMSHORO,p7,0,3/16/2022 19:45
JAMSHORO,p8,0,3/16/2022 20:15
JAMSHORO,p9,0,3/16/2022 20:30
KOTRI,p1,0,3/16/2022 17:45
KOTRI,p2,0,3/16/2022 18:15
KOTRI,p3,0,3/16/2022 18:30
KOTRI,p4,0,3/16/2022 18:45
KOTRI,p5,0,3/16/2022 19:15
KOTRI,p6,0,3/16/2022 19:30
KOTRI,p7,0,3/16/2022 19:45
KOTRI,p8,0,3/16/2022 20:15
KOTRI,p9,0,3/16/2022 20:30
LAKHRA,p1,0,3/16/2022 17:45
LAKHRA,p2,0,3/16/2022 18:15
LAKHRA,p3,0,3/16/2022 18:30
LAKHRA,p4,0,3/16/2022 18:45
LAKHRA,p5,0,3/16/2022 19:15
LAKHRA,p6,0,3/16/2022 19:30
LAKHRA,p7,0,3/16/2022 19:45
LAKHRA,p8,0,3/16/2022 20:15
LAKHRA,p9,0,3/16/2022 20:30
GUDDU...1.4,p1,0,3/16/2022 17:45
GUDDU...1.4,p2,0,3/16/2022 18:15
GUDDU...1.4,p3,0,3/16/2022 18:30
GUDDU...1.4,p4,0,3/16/2022 18:45
GUDDU...1.4,p5,0,3/16/2022 19:15
GUDDU...1.4,p6,0,3/16/2022 19:30
GUDDU...1.4,p7,0,3/16/2022 19:45
GUDDU...1.4,p8,0,3/16/2022 20:15
GUDDU...1.4,p9,0,3/16/2022 20:30
GUDDU...5.13,p1,218.4036,3/16/2022 17:45
GUDDU...5.13,p2,218.4036,3/16/2022 18:15
GUDDU...5.13,p3,218.4036,3/16/2022 18:30
GUDDU...5.13,p4,218.4036,3/16/2022 18:45
GUDDU...5.13,p5,218.4036,3/16/2022 19:15
GUDDU...5.13,p6,218.4036,3/16/2022 19:30
GUDDU...5.13,p7,218.4036,3/16/2022 19:45
GUDDU...5.13,p8,218.4036,3/16/2022 20:15
GUDDU...5.13,p9,218.4036,3/16/2022 20:30
GUDDU.747,p1,363,3/16/2022 17:45
GUDDU.747,p2,363,3/16/2022 18:15
GUDDU.747,p3,363,3/16/2022 18:30
GUDDU.747,p4,363,3/16/2022 18:45
GUDDU.747,p5,365,3/16/2022 19:15
GUDDU.747,p6,365,3/16/2022 19:30
GUDDU.747,p7,365,3/16/2022 19:45
GUDDU.747,p8,365,3/16/2022 20:15
GUDDU.747,p9,365,3/16/2022 20:30
QUETTA,p1,0,3/16/2022 17:45
QUETTA,p2,0,3/16/2022 18:15
QUETTA,p3,0,3/16/2022 18:30
QUETTA,p4,0,3/16/2022 18:45
QUETTA,p5,0,3/16/2022 19:15
QUETTA,p6,0,3/16/2022 19:30
QUETTA,p7,0,3/16/2022 19:45
QUETTA,p8,0,3/16/2022 20:15
QUETTA,p9,0,3/16/2022 20:30
MUZAFFARGARH,p1,0,3/16/2022 17:45
MUZAFFARGARH,p2,0,3/16/2022 18:15
MUZAFFARGARH,p3,0,3/16/2022 18:30
MUZAFFARGARH,p4,0,3/16/2022 18:45
MUZAFFARGARH,p5,0,3/16/2022 19:15
MUZAFFARGARH,p6,0,3/16/2022 19:30
MUZAFFARGARH,p7,0,3/16/2022 19:45
MUZAFFARGARH,p8,0,3/16/2022 20:15
MUZAFFARGARH,p9,0,3/16/2022 20:30
MULTAN,p1,0,3/16/2022 17:45
MULTAN,p2,0,3/16/2022 18:15
MULTAN,p3,0,3/16/2022 18:30
MULTAN,p4,0,3/16/2022 18:45
MULTAN,p5,0,3/16/2022 19:15
MULTAN,p6,0,3/16/2022 19:30
MULTAN,p7,0,3/16/2022 19:45
MULTAN,p8,0,3/16/2022 20:15
MULTAN,p9,0,3/16/2022 20:30
GTPS.FAISALABAD,p1,0,3/16/2022 17:45
GTPS.FAISALABAD,p2,0,3/16/2022 18:15
GTPS.FAISALABAD,p3,0,3/16/2022 18:30
GTPS.FAISALABAD,p4,0,3/16/2022 18:45
GTPS.FAISALABAD,p5,0,3/16/2022 19:15
GTPS.FAISALABAD,p6,0,3/16/2022 19:30
GTPS.FAISALABAD,p7,0,3/16/2022 19:45
GTPS.FAISALABAD,p8,0,3/16/2022 20:15
GTPS.FAISALABAD,p9,0,3/16/2022 20:30
SPS.FBD,p1,0,3/16/2022 17:45
SPS.FBD,p2,0,3/16/2022 18:15
SPS.FBD,p3,0,3/16/2022 18:30
SPS.FBD,p4,0,3/16/2022 18:45
SPS.FBD,p5,0,3/16/2022 19:15
SPS.FBD,p6,0,3/16/2022 19:30
SPS.FBD,p7,0,3/16/2022 19:45
SPS.FBD,p8,0,3/16/2022 20:15
SPS.FBD,p9,0,3/16/2022 20:30
SHAHDARA,p1,0,3/16/2022 17:45
SHAHDARA,p2,0,3/16/2022 18:15
SHAHDARA,p3,0,3/16/2022 18:30
SHAHDARA,p4,0,3/16/2022 18:45
SHAHDARA,p5,0,3/16/2022 19:15
SHAHDARA,p6,0,3/16/2022 19:30
SHAHDARA,p7,0,3/16/2022 19:45
SHAHDARA,p8,0,3/16/2022 20:15
SHAHDARA,p9,0,3/16/2022 20:30
NANDI.PUR,p1,20,3/16/2022 17:45
NANDI.PUR,p2,20,3/16/2022 18:15
NANDI.PUR,p3,20,3/16/2022 18:30
NANDI.PUR,p4,20,3/16/2022 18:45
NANDI.PUR,p5,20,3/16/2022 19:15
NANDI.PUR,p6,20,3/16/2022 19:30
NANDI.PUR,p7,20,3/16/2022 19:45
NANDI.PUR,p8,20,3/16/2022 20:15
NANDI.PUR,p9,20,3/16/2022 20:30
JAGRAN,p1,13,3/16/2022 17:45
JAGRAN,p2,13,3/16/2022 18:15
JAGRAN,p3,13,3/16/2022 18:30
JAGRAN,p4,13,3/16/2022 18:45
JAGRAN,p5,13,3/16/2022 19:15
JAGRAN,p6,13,3/16/2022 19:30
JAGRAN,p7,13,3/16/2022 19:45
JAGRAN,p8,13,3/16/2022 20:15
JAGRAN,p9,13,3/16/2022 20:30
MALAKAND...III,p1,47,3/16/2022 17:45
MALAKAND...III,p2,47,3/16/2022 18:15
MALAKAND...III,p3,47,3/16/2022 18:30
MALAKAND...III,p4,47,3/16/2022 18:45
MALAKAND...III,p5,47,3/16/2022 19:15
MALAKAND...III,p6,47,3/16/2022 19:30
MALAKAND...III,p7,47,3/16/2022 19:45
MALAKAND...III,p8,47,3/16/2022 20:15
MALAKAND...III,p9,47,3/16/2022 20:30
NEW.BONG.ESCAPE,p1,68,3/16/2022 17:45
NEW.BONG.ESCAPE,p2,66,3/16/2022 18:15
NEW.BONG.ESCAPE,p3,77,3/16/2022 18:30
NEW.BONG.ESCAPE,p4,85,3/16/2022 18:45
NEW.BONG.ESCAPE,p5,82,3/16/2022 19:15
NEW.BONG.ESCAPE,p6,83,3/16/2022 19:30
NEW.BONG.ESCAPE,p7,83,3/16/2022 19:45
NEW.BONG.ESCAPE,p8,83,3/16/2022 20:15
NEW.BONG.ESCAPE,p9,83,3/16/2022 20:30
PATRIND,p1,47,3/16/2022 17:45
PATRIND,p2,47,3/16/2022 18:15
PATRIND,p3,47,3/16/2022 18:30
PATRIND,p4,46,3/16/2022 18:45
PATRIND,p5,45,3/16/2022 19:15
PATRIND,p6,46,3/16/2022 19:30
PATRIND,p7,47,3/16/2022 19:45
PATRIND,p8,46,3/16/2022 20:15
PATRIND,p9,46,3/16/2022 20:30
DARAL.KHWAR..BEHREN.,p1,21,3/16/2022 17:45
DARAL.KHWAR..BEHREN.,p2,21,3/16/2022 18:15
DARAL.KHWAR..BEHREN.,p3,21,3/16/2022 18:30
DARAL.KHWAR..BEHREN.,p4,21,3/16/2022 18:45
DARAL.KHWAR..BEHREN.,p5,21,3/16/2022 19:15
DARAL.KHWAR..BEHREN.,p6,21,3/16/2022 19:30
DARAL.KHWAR..BEHREN.,p7,21,3/16/2022 19:45
DARAL.KHWAR..BEHREN.,p8,21,3/16/2022 20:15
DARAL.KHWAR..BEHREN.,p9,21,3/16/2022 20:30
GUL.PUR,p1,59,3/16/2022 17:45
GUL.PUR,p2,55,3/16/2022 18:15
GUL.PUR,p3,55,3/16/2022 18:30
GUL.PUR,p4,55,3/16/2022 18:45
GUL.PUR,p5,55,3/16/2022 19:15
GUL.PUR,p6,55,3/16/2022 19:30
GUL.PUR,p7,55,3/16/2022 19:45
GUL.PUR,p8,53,3/16/2022 20:15
GUL.PUR,p9,53,3/16/2022 20:30
KAPCO,p1,811.2,3/16/2022 17:45
KAPCO,p2,815.1,3/16/2022 18:15
KAPCO,p3,815.1,3/16/2022 18:30
KAPCO,p4,815.1,3/16/2022 18:45
KAPCO,p5,842.4,3/16/2022 19:15
KAPCO,p6,787.8,3/16/2022 19:30
KAPCO,p7,787.8,3/16/2022 19:45
KAPCO,p8,934.05,3/16/2022 20:15
KAPCO,p9,934.05,3/16/2022 20:30
HUBCO,p1,294,3/16/2022 17:45
HUBCO,p2,140,3/16/2022 18:15
HUBCO,p3,55,3/16/2022 18:30
HUBCO,p4,145,3/16/2022 18:45
HUBCO,p5,295,3/16/2022 19:15
HUBCO,p6,295,3/16/2022 19:30
HUBCO,p7,294,3/16/2022 19:45
HUBCO,p8,302,3/16/2022 20:15
HUBCO,p9,302,3/16/2022 20:30
KEL,p1,105,3/16/2022 17:45
KEL,p2,105,3/16/2022 18:15
KEL,p3,105,3/16/2022 18:30
KEL,p4,105,3/16/2022 18:45
KEL,p5,106,3/16/2022 19:15
KEL,p6,106,3/16/2022 19:30
KEL,p7,106,3/16/2022 19:45
KEL,p8,106,3/16/2022 20:15
KEL,p9,106,3/16/2022 20:30
AES.LALPIR,p1,342,3/16/2022 17:45
AES.LALPIR,p2,174,3/16/2022 18:15
AES.LALPIR,p3,175,3/16/2022 18:30
AES.LALPIR,p4,197,3/16/2022 18:45
AES.LALPIR,p5,260,3/16/2022 19:15
AES.LALPIR,p6,175,3/16/2022 19:30
AES.LALPIR,p7,175,3/16/2022 19:45
AES.LALPIR,p8,315,3/16/2022 20:15
AES.LALPIR,p9,342,3/16/2022 20:30
AES.PAKGEN,p1,344,3/16/2022 17:45
AES.PAKGEN,p2,343,3/16/2022 18:15
AES.PAKGEN,p3,342,3/16/2022 18:30
AES.PAKGEN,p4,343,3/16/2022 18:45
AES.PAKGEN,p5,343,3/16/2022 19:15
AES.PAKGEN,p6,344,3/16/2022 19:30
AES.PAKGEN,p7,344,3/16/2022 19:45
AES.PAKGEN,p8,342,3/16/2022 20:15
AES.PAKGEN,p9,344,3/16/2022 20:30
SEPCOL,p1,0,3/16/2022 17:45
SEPCOL,p2,0,3/16/2022 18:15
SEPCOL,p3,0,3/16/2022 18:30
SEPCOL,p4,0,3/16/2022 18:45
SEPCOL,p5,0,3/16/2022 19:15
SEPCOL,p6,0,3/16/2022 19:30
SEPCOL,p7,0,3/16/2022 19:45
SEPCOL,p8,0,3/16/2022 20:15
SEPCOL,p9,0,3/16/2022 20:30
HCPC,p1,0,3/16/2022 17:45
HCPC,p2,0,3/16/2022 18:15
HCPC,p3,0,3/16/2022 18:30
HCPC,p4,0,3/16/2022 18:45
HCPC,p5,0,3/16/2022 19:15
HCPC,p6,0,3/16/2022 19:30
HCPC,p7,0,3/16/2022 19:45
HCPC,p8,0,3/16/2022 20:15
HCPC,p9,0,3/16/2022 20:30
UCH,p1,511,3/16/2022 17:45
UCH,p2,509,3/16/2022 18:15
UCH,p3,507,3/16/2022 18:30
UCH,p4,505,3/16/2022 18:45
UCH,p5,507,3/16/2022 19:15
UCH,p6,507,3/16/2022 19:30
UCH,p7,509,3/16/2022 19:45
UCH,p8,514,3/16/2022 20:15
UCH,p9,512,3/16/2022 20:30
ROUSCH,p1,0,3/16/2022 17:45
ROUSCH,p2,0,3/16/2022 18:15
ROUSCH,p3,0,3/16/2022 18:30
ROUSCH,p4,0,3/16/2022 18:45
ROUSCH,p5,0,3/16/2022 19:15
ROUSCH,p6,0,3/16/2022 19:30
ROUSCH,p7,0,3/16/2022 19:45
ROUSCH,p8,0,3/16/2022 20:15
ROUSCH,p9,0,3/16/2022 20:30
FKPCL,p1,0,3/16/2022 17:45
FKPCL,p2,0,3/16/2022 18:15
FKPCL,p3,0,3/16/2022 18:30
FKPCL,p4,0,3/16/2022 18:45
FKPCL,p5,0,3/16/2022 19:15
FKPCL,p6,0,3/16/2022 19:30
FKPCL,p7,0,3/16/2022 19:45
FKPCL,p8,0,3/16/2022 20:15
FKPCL,p9,0,3/16/2022 20:30
SABA,p1,122,3/16/2022 17:45
SABA,p2,25,3/16/2022 18:15
SABA,p3,25,3/16/2022 18:30
SABA,p4,50,3/16/2022 18:45
SABA,p5,62,3/16/2022 19:15
SABA,p6,25,3/16/2022 19:30
SABA,p7,25,3/16/2022 19:45
SABA,p8,98,3/16/2022 20:15
SABA,p9,121,3/16/2022 20:30
JAPAN,p1,0,3/16/2022 17:45
JAPAN,p2,0,3/16/2022 18:15
JAPAN,p3,0,3/16/2022 18:30
JAPAN,p4,0,3/16/2022 18:45
JAPAN,p5,0,3/16/2022 19:15
JAPAN,p6,0,3/16/2022 19:30
JAPAN,p7,0,3/16/2022 19:45
JAPAN,p8,0,3/16/2022 20:15
JAPAN,p9,0,3/16/2022 20:30
LIBERTY.POWER,p1,0,3/16/2022 17:45
LIBERTY.POWER,p2,0,3/16/2022 18:15
LIBERTY.POWER,p3,0,3/16/2022 18:30
LIBERTY.POWER,p4,0,3/16/2022 18:45
LIBERTY.POWER,p5,0,3/16/2022 19:15
LIBERTY.POWER,p6,0,3/16/2022 19:30
LIBERTY.POWER,p7,0,3/16/2022 19:45
LIBERTY.POWER,p8,0,3/16/2022 20:15
LIBERTY.POWER,p9,0,3/16/2022 20:30
AEL,p1,0,3/16/2022 17:45
AEL,p2,0,3/16/2022 18:15
AEL,p3,0,3/16/2022 18:30
AEL,p4,0,3/16/2022 18:45
AEL,p5,0,3/16/2022 19:15
AEL,p6,0,3/16/2022 19:30
AEL,p7,0,3/16/2022 19:45
AEL,p8,0,3/16/2022 20:15
AEL,p9,0,3/16/2022 20:30
DAVIS,p1,0,3/16/2022 17:45
DAVIS,p2,0,3/16/2022 18:15
DAVIS,p3,0,3/16/2022 18:30
DAVIS,p4,0,3/16/2022 18:45
DAVIS,p5,0,3/16/2022 19:15
DAVIS,p6,0,3/16/2022 19:30
DAVIS,p7,0,3/16/2022 19:45
DAVIS,p8,0,3/16/2022 20:15
DAVIS,p9,0,3/16/2022 20:30
AGL,p1,144,3/16/2022 17:45
AGL,p2,144,3/16/2022 18:15
AGL,p3,145,3/16/2022 18:30
AGL,p4,145,3/16/2022 18:45
AGL,p5,145,3/16/2022 19:15
AGL,p6,129,3/16/2022 19:30
AGL,p7,129,3/16/2022 19:45
AGL,p8,129,3/16/2022 20:15
AGL,p9,129,3/16/2022 20:30
ATLAS,p1,153,3/16/2022 17:45
ATLAS,p2,153,3/16/2022 18:15
ATLAS,p3,153,3/16/2022 18:30
ATLAS,p4,153,3/16/2022 18:45
ATLAS,p5,154,3/16/2022 19:15
ATLAS,p6,154,3/16/2022 19:30
ATLAS,p7,154,3/16/2022 19:45
ATLAS,p8,154,3/16/2022 20:15
ATLAS,p9,154,3/16/2022 20:30
ENGRO,p1,0,3/16/2022 17:45
ENGRO,p2,0,3/16/2022 18:15
ENGRO,p3,0,3/16/2022 18:30
ENGRO,p4,0,3/16/2022 18:45
ENGRO,p5,0,3/16/2022 19:15
ENGRO,p6,0,3/16/2022 19:30
ENGRO,p7,0,3/16/2022 19:45
ENGRO,p8,0,3/16/2022 20:15
ENGRO,p9,0,3/16/2022 20:30
SAIF,p1,192,3/16/2022 17:45
SAIF,p2,195,3/16/2022 18:15
SAIF,p3,195,3/16/2022 18:30
SAIF,p4,195,3/16/2022 18:45
SAIF,p5,198,3/16/2022 19:15
SAIF,p6,198,3/16/2022 19:30
SAIF,p7,199,3/16/2022 19:45
SAIF,p8,201,3/16/2022 20:15
SAIF,p9,201,3/16/2022 20:30
ORIENT,p1,199,3/16/2022 17:45
ORIENT,p2,199,3/16/2022 18:15
ORIENT,p3,197,3/16/2022 18:30
ORIENT,p4,197,3/16/2022 18:45
ORIENT,p5,198,3/16/2022 19:15
ORIENT,p6,199,3/16/2022 19:30
ORIENT,p7,199,3/16/2022 19:45
ORIENT,p8,201,3/16/2022 20:15
ORIENT,p9,201,3/16/2022 20:30
NISHAT.POWER,p1,176,3/16/2022 17:45
NISHAT.POWER,p2,176,3/16/2022 18:15
NISHAT.POWER,p3,176,3/16/2022 18:30
NISHAT.POWER,p4,176,3/16/2022 18:45
NISHAT.POWER,p5,176,3/16/2022 19:15
NISHAT.POWER,p6,176,3/16/2022 19:30
NISHAT.POWER,p7,177,3/16/2022 19:45
NISHAT.POWER,p8,177,3/16/2022 20:15
NISHAT.POWER,p9,177,3/16/2022 20:30
NISHAT.CHUNIAN,p1,192,3/16/2022 17:45
NISHAT.CHUNIAN,p2,193,3/16/2022 18:15
NISHAT.CHUNIAN,p3,193,3/16/2022 18:30
NISHAT.CHUNIAN,p4,193,3/16/2022 18:45
NISHAT.CHUNIAN,p5,195,3/16/2022 19:15
NISHAT.CHUNIAN,p6,195,3/16/2022 19:30
NISHAT.CHUNIAN,p7,195,3/16/2022 19:45
NISHAT.CHUNIAN,p8,195,3/16/2022 20:15
NISHAT.CHUNIAN,p9,195,3/16/2022 20:30
FOUNDATION,p1,155,3/16/2022 17:45
FOUNDATION,p2,156,3/16/2022 18:15
FOUNDATION,p3,155,3/16/2022 18:30
FOUNDATION,p4,156,3/16/2022 18:45
FOUNDATION,p5,157,3/16/2022 19:15
FOUNDATION,p6,158,3/16/2022 19:30
FOUNDATION,p7,158,3/16/2022 19:45
FOUNDATION,p8,159,3/16/2022 20:15
FOUNDATION,p9,160,3/16/2022 20:30
SAPPHIRE,p1,200,3/16/2022 17:45
SAPPHIRE,p2,202,3/16/2022 18:15
SAPPHIRE,p3,199,3/16/2022 18:30
SAPPHIRE,p4,199,3/16/2022 18:45
SAPPHIRE,p5,201,3/16/2022 19:15
SAPPHIRE,p6,201,3/16/2022 19:30
SAPPHIRE,p7,201,3/16/2022 19:45
SAPPHIRE,p8,203,3/16/2022 20:15
SAPPHIRE,p9,204,3/16/2022 20:30
LIBERTY.TECH.,p1,196,3/16/2022 17:45
LIBERTY.TECH.,p2,197,3/16/2022 18:15
LIBERTY.TECH.,p3,197,3/16/2022 18:30
LIBERTY.TECH.,p4,197,3/16/2022 18:45
LIBERTY.TECH.,p5,197,3/16/2022 19:15
LIBERTY.TECH.,p6,197,3/16/2022 19:30
LIBERTY.TECH.,p7,197,3/16/2022 19:45
LIBERTY.TECH.,p8,197,3/16/2022 20:15
LIBERTY.TECH.,p9,197,3/16/2022 20:30
HUBCO.NAROWAL,p1,172,3/16/2022 17:45
HUBCO.NAROWAL,p2,172,3/16/2022 18:15
HUBCO.NAROWAL,p3,172,3/16/2022 18:30
HUBCO.NAROWAL,p4,172,3/16/2022 18:45
HUBCO.NAROWAL,p5,173,3/16/2022 19:15
HUBCO.NAROWAL,p6,174,3/16/2022 19:30
HUBCO.NAROWAL,p7,174,3/16/2022 19:45
HUBCO.NAROWAL,p8,174,3/16/2022 20:15
HUBCO.NAROWAL,p9,174,3/16/2022 20:30
HALMORE,p1,0,3/16/2022 17:45
HALMORE,p2,0,3/16/2022 18:15
HALMORE,p3,0,3/16/2022 18:30
HALMORE,p4,0,3/16/2022 18:45
HALMORE,p5,0,3/16/2022 19:15
HALMORE,p6,0,3/16/2022 19:30
HALMORE,p7,0,3/16/2022 19:45
HALMORE,p8,0,3/16/2022 20:15
HALMORE,p9,0,3/16/2022 20:30
UCH.II,p1,0,3/16/2022 17:45
UCH.II,p2,0,3/16/2022 18:15
UCH.II,p3,0,3/16/2022 18:30
UCH.II,p4,0,3/16/2022 18:45
UCH.II,p5,0,3/16/2022 19:15
UCH.II,p6,0,3/16/2022 19:30
UCH.II,p7,0,3/16/2022 19:45
UCH.II,p8,0,3/16/2022 20:15
UCH.II,p9,0,3/16/2022 20:30
BHIKKI..QATPL.,p1,515,3/16/2022 17:45
BHIKKI..QATPL.,p2,526,3/16/2022 18:15
BHIKKI..QATPL.,p3,523,3/16/2022 18:30
BHIKKI..QATPL.,p4,528,3/16/2022 18:45
BHIKKI..QATPL.,p5,527,3/16/2022 19:15
BHIKKI..QATPL.,p6,526,3/16/2022 19:30
BHIKKI..QATPL.,p7,530,3/16/2022 19:45
BHIKKI..QATPL.,p8,530,3/16/2022 20:15
BHIKKI..QATPL.,p9,532,3/16/2022 20:30
SAHIWAL..COAL..HSR.,p1,959,3/16/2022 17:45
SAHIWAL..COAL..HSR.,p2,959,3/16/2022 18:15
SAHIWAL..COAL..HSR.,p3,961,3/16/2022 18:30
SAHIWAL..COAL..HSR.,p4,959,3/16/2022 18:45
SAHIWAL..COAL..HSR.,p5,960,3/16/2022 19:15
SAHIWAL..COAL..HSR.,p6,961,3/16/2022 19:30
SAHIWAL..COAL..HSR.,p7,958,3/16/2022 19:45
SAHIWAL..COAL..HSR.,p8,962,3/16/2022 20:15
SAHIWAL..COAL..HSR.,p9,962,3/16/2022 20:30
H.B.SHAH,p1,1117,3/16/2022 17:45
H.B.SHAH,p2,1026,3/16/2022 18:15
H.B.SHAH,p3,1104,3/16/2022 18:30
H.B.SHAH,p4,1109,3/16/2022 18:45
H.B.SHAH,p5,1111,3/16/2022 19:15
H.B.SHAH,p6,1110,3/16/2022 19:30
H.B.SHAH,p7,1114,3/16/2022 19:45
H.B.SHAH,p8,1122,3/16/2022 20:15
H.B.SHAH,p9,1124,3/16/2022 20:30
RESHMA.POWER,p1,0,3/16/2022 17:45
RESHMA.POWER,p2,0,3/16/2022 18:15
RESHMA.POWER,p3,0,3/16/2022 18:30
RESHMA.POWER,p4,0,3/16/2022 18:45
RESHMA.POWER,p5,0,3/16/2022 19:15
RESHMA.POWER,p6,0,3/16/2022 19:30
RESHMA.POWER,p7,0,3/16/2022 19:45
RESHMA.POWER,p8,0,3/16/2022 20:15
RESHMA.POWER,p9,0,3/16/2022 20:30
GULF.POWER,p1,0,3/16/2022 17:45
GULF.POWER,p2,0,3/16/2022 18:15
GULF.POWER,p3,0,3/16/2022 18:30
GULF.POWER,p4,0,3/16/2022 18:45
GULF.POWER,p5,0,3/16/2022 19:15
GULF.POWER,p6,0,3/16/2022 19:30
GULF.POWER,p7,0,3/16/2022 19:45
GULF.POWER,p8,0,3/16/2022 20:15
GULF.POWER,p9,0,3/16/2022 20:30
