Time,Name,category,Energy_MWh
3/2/2022 03:00,ORIENT,IPPs Fossil Fuel,0
3/2/2022 03:00,NISHAT.POWER,IPPs Fossil Fuel,0
3/2/2022 03:00,NISHAT.CHUNIAN,IPPs Fossil Fuel,0
3/2/2022 03:00,FOUNDATION,IPPs Fossil Fuel,79
3/2/2022 03:00,SAPPHIRE,IPPs Fossil Fuel,0
3/2/2022 03:00,LIBERTY.TECH.,IPPs Fossil Fuel,0
3/2/2022 03:00,HUBCO.NAROWAL,IPPs Fossil Fuel,0
3/2/2022 03:00,HALMORE,IPPs Fossil Fuel,0
3/2/2022 03:00,UCH.II,IPPs Fossil Fuel,275
3/2/2022 03:00,BHIKKI..QATPL.,IPPs Fossil Fuel,500
3/2/2022 03:00,SAHIWAL..COAL..HSR.,IPPs Fossil Fuel,666
3/2/2022 03:00,H.B.SHAH,IPPs Fossil Fuel,806
3/2/2022 03:00,RESHMA.POWER,IPPs Fossil Fuel,0
3/2/2022 03:00,GULF.POWER,IPPs Fossil Fuel,0
3/2/2022 03:00,BALLOKI,IPPs Fossil Fuel,757
3/2/2022 03:00,PORT.QASIM.COAL,IPPs Fossil Fuel,666
3/2/2022 03:00,ENGRO.THAR.COAL,IPPs Fossil Fuel,151
3/2/2022 03:00,CHINA.HUBCO.COAL,IPPs Fossil Fuel,277
3/2/2022 03:00,LUCKY.COAL,IPPs Fossil Fuel,599
3/2/2022 03:00,JDW.II..SADIQ.ABAD.,IPPs Bagasse,20
3/2/2022 03:00,JDW.III..GHOTKI.,IPPs Bagasse,20
3/2/2022 03:00,RYKML,IPPs Bagasse,19
3/2/2022 03:00,CHINIOT.POWER,IPPs Bagasse,41
3/2/2022 03:00,FATIMA.ENERGY..FEL.,IPPs Bagasse,34
3/2/2022 03:00,HAMZA.SUGAR,IPPs Bagasse,14
3/2/2022 03:00,THALL.POWER..LAYYAH.,IPPs Bagasse,21
3/2/2022 03:00,ALMOIZ.INDUSTRIES.LIMITED,IPPs Bagasse,0
3/2/2022 03:00,CHANAR.ENERGY.LIMITED,IPPs Bagasse,16
3/2/2022 03:00,CHASHNUPP...I,IPPs Nuclear,304
3/2/2022 03:00,CHASHNUPP.II,IPPs Nuclear,314
3/2/2022 03:00,CHASHNUPP.III,IPPs Nuclear,249
3/2/2022 03:00,CHASHNUPP.IV,IPPs Nuclear,318
3/2/2022 03:00,K.2,IPPs Nuclear,1037
3/2/2022 03:00,QUAID.AZAM.SOLAR,Solar,0
3/2/2022 03:00,APPOLO.SOLAR,Solar,0
3/2/2022 03:00,BEST.GREEN.SOLAR,Solar,0
3/2/2022 03:00,CREST.ENERGY.SOLAR,Solar,0
3/2/2022 03:00,FFCEL.WIND,Wind,2
3/2/2022 03:00,ZEPL.WIND,Wind,3
3/2/2022 03:00,TGF.WIND,Wind,12
3/2/2022 03:00,FWEL.I.WIND,Wind,4
